# BUSCO version is: 5.7.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2020-09-10, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2843at50557	Duplicated	SUPER_GRC2	27502157	27515854	+	1132.4	939	https://www.orthodb.org/v10?query=2843at50557	nucleosome-remodeling factor subunit NURF301 isoform X1
3565at50557	Complete	SUPER_3	49121496	49115847	-	1411.7	1017	https://www.orthodb.org/v10?query=3565at50557	DENN domain-containing protein 4C isoform X1
4042at50557	Complete	SUPER_X	20754292	20749873	-	874.8	651	https://www.orthodb.org/v10?query=4042at50557	attractin-like protein 1
4137at50557	Complete	SUPER_2	45657488	45685630	+	2415.4	1374	https://www.orthodb.org/v10?query=4137at50557	Thioredoxin domain
4709at50557	Duplicated	SUPER_GRC1	7910822	7922336	+	1121.8	1020	https://www.orthodb.org/v10?query=4709at50557	nuclear pore complex protein Nup155
4709at50557	Duplicated	SUPER_1	14519262	14514429	-	1156.3	1002	https://www.orthodb.org/v10?query=4709at50557	nuclear pore complex protein Nup155
4831at50557	Complete	SUPER_1	52666410	52670427	+	1325.3	803	https://www.orthodb.org/v10?query=4831at50557	chromodomain-helicase-DNA-binding protein 1
5495at50557	Complete	SUPER_X	10271976	10275750	+	2058.7	987	https://www.orthodb.org/v10?query=5495at50557	splicing factor 3B subunit 1
5928at50557	Complete	SUPER_X	13378009	13384553	+	1614.4	1147	https://www.orthodb.org/v10?query=5928at50557	E3 ubiquitin-protein ligase UBR2
6239at50557	Duplicated	SUPER_X	3890604	3865586	-	1368.7	1176	https://www.orthodb.org/v10?query=6239at50557	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
6239at50557	Duplicated	SUPER_GRC2	1249453	1303081	+	1370.7	1174	https://www.orthodb.org/v10?query=6239at50557	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
6416at50557	Duplicated	SUPER_GRC2	29543806	29547960	+	1470.7	1042	https://www.orthodb.org/v10?query=6416at50557	vigilin
6416at50557	Duplicated	SUPER_2	50298987	50302849	+	1534.5	1020	https://www.orthodb.org/v10?query=6416at50557	vigilin
6417at50557	Duplicated	SUPER_2	51447939	51450347	+	821.3	473	https://www.orthodb.org/v10?query=6417at50557	transcription initiation factor TFIID subunit 2
6417at50557	Duplicated	SUPER_GRC2	25668504	25666138	-	818.1	473	https://www.orthodb.org/v10?query=6417at50557	transcription initiation factor TFIID subunit 2
6568at50557	Complete	SUPER_1	28905642	28913547	+	1556.6	1011	https://www.orthodb.org/v10?query=6568at50557	cullin-associated NEDD8-dissociated protein 1
7053at50557	Complete	SUPER_X	46498764	46513834	+	949.0	710	https://www.orthodb.org/v10?query=7053at50557	Transmembrane protein 132
7307at50557	Complete	SUPER_1	29264337	29251903	-	1245.0	784	https://www.orthodb.org/v10?query=7307at50557	leucine--tRNA ligase, cytoplasmic
7320at50557	Complete	SUPER_2	21016043	21002482	-	1281.3	815	https://www.orthodb.org/v10?query=7320at50557	JNK-interacting protein 3 isoform X1
7376at50557	Duplicated	SUPER_GRC2	4400448	4390934	-	1846.1	1143	https://www.orthodb.org/v10?query=7376at50557	Leucine-rich repeat
7376at50557	Duplicated	SUPER_1	6062267	5983590	-	1908.8	1128	https://www.orthodb.org/v10?query=7376at50557	Leucine-rich repeat
7426at50557	Complete	SUPER_X	8286112	8289800	+	1195.6	746	https://www.orthodb.org/v10?query=7426at50557	DNA polymerase subunit gamma-1, mitochondrial
7704at50557	Complete	SUPER_X	45062721	45046096	-	982.3	866	https://www.orthodb.org/v10?query=7704at50557	rapamycin-insensitive companion of mTOR
7835at50557	Complete	SUPER_X	11624453	11620306	-	1003.4	696	https://www.orthodb.org/v10?query=7835at50557	regulator of nonsense transcripts 2
7968at50557	Missing
8280at50557	Duplicated	SUPER_GRC2	34674670	34689517	+	1424.4	1150	https://www.orthodb.org/v10?query=8280at50557	chaoptin
8280at50557	Duplicated	SUPER_X	4119056	4131431	+	1314.9	962	https://www.orthodb.org/v10?query=8280at50557	chaoptin
8312at50557	Complete	SUPER_3	1534778	1545203	+	648.7	694	https://www.orthodb.org/v10?query=8312at50557	Elongator complex protein 1
8417at50557	Complete	SUPER_3	36854374	36850774	-	1246.1	839	https://www.orthodb.org/v10?query=8417at50557	integrator complex subunit 2
8547at50557	Complete	SUPER_1	45578097	45572377	-	445.7	560	https://www.orthodb.org/v10?query=8547at50557	tyrosine-protein kinase hopscotch
8602at50557	Duplicated	SUPER_2	11444618	11436470	-	1167.8	680	https://www.orthodb.org/v10?query=8602at50557	Zona pellucida domain
8602at50557	Duplicated	SUPER_GRC2	13021385	12995585	-	1151.9	679	https://www.orthodb.org/v10?query=8602at50557	Zona pellucida domain
8655at50557	Complete	SUPER_3	24238415	24231258	-	1542.1	1094	https://www.orthodb.org/v10?query=8655at50557	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
8717at50557	Complete	SUPER_2	54731841	54745136	+	1813.8	1014	https://www.orthodb.org/v10?query=8717at50557	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8721at50557	Complete	SUPER_2	29756037	29748913	-	1101.7	758	https://www.orthodb.org/v10?query=8721at50557	Golgi apparatus protein 1
8842at50557	Duplicated	SUPER_GRC2	1126460	1120245	-	1034.6	794	https://www.orthodb.org/v10?query=8842at50557	transmembrane protein 94 isoform X1
8842at50557	Duplicated	SUPER_X	43785292	43774368	-	1039.1	789	https://www.orthodb.org/v10?query=8842at50557	transmembrane protein 94 isoform X1
9432at50557	Complete	SUPER_2	38614749	38608329	-	1328.2	1216	https://www.orthodb.org/v10?query=9432at50557	integrator complex subunit 1
9680at50557	Duplicated	SUPER_2	42752371	42740054	-	898.1	633	https://www.orthodb.org/v10?query=9680at50557	EGF-like, conserved site
9680at50557	Duplicated	SUPER_GRC2	11683750	11697809	+	845.9	628	https://www.orthodb.org/v10?query=9680at50557	EGF-like, conserved site
9996at50557	Complete	SUPER_1	69012813	69005901	-	1420.0	864	https://www.orthodb.org/v10?query=9996at50557	exportin-1
10008at50557	Complete	SUPER_X	7068799	7077752	+	1092.0	825	https://www.orthodb.org/v10?query=10008at50557	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10268at50557	Complete	SUPER_2	30617033	30613045	-	1263.4	773	https://www.orthodb.org/v10?query=10268at50557	synaptojanin-1
10394at50557	Complete	SUPER_X	25253719	25247432	-	682.8	636	https://www.orthodb.org/v10?query=10394at50557	partitioning defective 3 homolog
10664at50557	Complete	SUPER_3	46468489	46472565	+	1511.5	936	https://www.orthodb.org/v10?query=10664at50557	importin-5
10915at50557	Duplicated	SUPER_2	26922023	26933132	+	1249.3	973	https://www.orthodb.org/v10?query=10915at50557	intraflagellar transport protein 122 homolog
10915at50557	Duplicated	SUPER_GRC1	33827783	33822999	-	1247.5	972	https://www.orthodb.org/v10?query=10915at50557	intraflagellar transport protein 122 homolog
10998at50557	Complete	SUPER_2	52084175	52082438	-	340.8	269	https://www.orthodb.org/v10?query=10998at50557	rho guanine nucleotide exchange factor 18
11128at50557	Complete	SUPER_3	20803142	20790004	-	1058.1	645	https://www.orthodb.org/v10?query=11128at50557	disheveled-associated activator of morphogenesis 1 isoform X1
11161at50557	Complete	SUPER_2	8470260	8474747	+	1252.9	832	https://www.orthodb.org/v10?query=11161at50557	importin-7
11224at50557	Duplicated	SUPER_GRC2	8565424	8558524	-	1184.5	680	https://www.orthodb.org/v10?query=11224at50557	CUB domain
11224at50557	Duplicated	SUPER_1	73264598	73201447	-	1181.0	679	https://www.orthodb.org/v10?query=11224at50557	CUB domain
11473at50557	Complete	SUPER_2	47566155	47559793	-	416.0	276	https://www.orthodb.org/v10?query=11473at50557	Zinc finger, RING-type
11478at50557	Duplicated	SUPER_GRC1	26067466	26081073	+	1273.2	921	https://www.orthodb.org/v10?query=11478at50557	WD repeat-containing protein 35
11478at50557	Duplicated	SUPER_2	45443578	45447931	+	1239.4	914	https://www.orthodb.org/v10?query=11478at50557	WD repeat-containing protein 35
11478at50557	Duplicated	SUPER_GRC2	10688516	10684421	-	1286.1	903	https://www.orthodb.org/v10?query=11478at50557	WD repeat-containing protein 35
11510at50557	Complete	SUPER_1	49716583	49697993	-	1780.6	1002	https://www.orthodb.org/v10?query=11510at50557	neuropathy target esterase sws isoform X1
11763at50557	Complete	SUPER_2	1334895	1343217	+	1515.2	842	https://www.orthodb.org/v10?query=11763at50557	FACT complex subunit spt16 isoform X1
12010at50557	Complete	SUPER_1	69193130	69190499	-	843.4	621	https://www.orthodb.org/v10?query=12010at50557	vacuolar protein sorting-associated protein 54
12051at50557	Complete	SUPER_1	27352996	27345482	-	1513.8	756	https://www.orthodb.org/v10?query=12051at50557	AP-2 complex subunit alpha
12236at50557	Complete	SUPER_X	29084086	29081128	-	988.9	559	https://www.orthodb.org/v10?query=12236at50557	Coatomer subunit beta
12466at50557	Complete	SUPER_1	31225348	31238637	+	1280.5	876	https://www.orthodb.org/v10?query=12466at50557	DENN domain-containing protein 5B isoform X1
12503at50557	Complete	SUPER_2	50237018	50226068	-	950.4	590	https://www.orthodb.org/v10?query=12503at50557	Mediator of RNA polymerase II transcription subunit 13
12555at50557	Complete	SUPER_X	6045745	6057993	+	640.8	438	https://www.orthodb.org/v10?query=12555at50557	Ankyrin repeat-containing domain
12735at50557	Duplicated	SUPER_X	46167753	46169443	+	622.1	314	https://www.orthodb.org/v10?query=12735at50557	WD40-repeat-containing domain
12735at50557	Duplicated	SUPER_GRC2	21604590	21606759	+	604.4	314	https://www.orthodb.org/v10?query=12735at50557	WD40-repeat-containing domain
12821at50557	Complete	SUPER_1	56058616	56055140	-	1004.7	621	https://www.orthodb.org/v10?query=12821at50557	cold shock domain-containing protein E1
13112at50557	Duplicated	SUPER_2	49368856	49370389	+	626.8	307	https://www.orthodb.org/v10?query=13112at50557	Toll/interleukin-1 receptor homology (TIR) domain
13112at50557	Duplicated	SUPER_GRC2	20166167	20164526	-	585.5	307	https://www.orthodb.org/v10?query=13112at50557	Toll/interleukin-1 receptor homology (TIR) domain
13158at50557	Duplicated	SUPER_1	18779955	18791650	+	1079.2	638	https://www.orthodb.org/v10?query=13158at50557	Carboxylesterase, type B
13158at50557	Duplicated	SUPER_GRC1	7978077	7982589	+	1102.8	616	https://www.orthodb.org/v10?query=13158at50557	Carboxylesterase, type B
13223at50557	Complete	SUPER_X	12180534	12202033	+	947.1	636	https://www.orthodb.org/v10?query=13223at50557	integrator complex subunit 6
13553at50557	Duplicated	SUPER_X	22556404	22553371	-	1088.4	714	https://www.orthodb.org/v10?query=13553at50557	WD repeat-containing protein 36
13553at50557	Duplicated	SUPER_GRC2	7199386	7202303	+	995.0	714	https://www.orthodb.org/v10?query=13553at50557	WD repeat-containing protein 36
13582at50557	Complete	SUPER_1	23512022	23537967	+	561.0	452	https://www.orthodb.org/v10?query=13582at50557	ubiquitin carboxyl-terminal hydrolase 20
13612at50557	Duplicated	SUPER_1	51979798	51976097	-	677.6	542	https://www.orthodb.org/v10?query=13612at50557	DNA repair protein complementing XP-G cells homolog
13612at50557	Duplicated	SUPER_GRC1	29257415	29253592	-	724.1	541	https://www.orthodb.org/v10?query=13612at50557	DNA repair protein complementing XP-G cells homolog
13625at50557	Complete	SUPER_1	54215033	54221767	+	1128.4	708	https://www.orthodb.org/v10?query=13625at50557	periodic tryptophan protein 2 homolog
13778at50557	Complete	SUPER_3	41000805	40997892	-	1095.7	744	https://www.orthodb.org/v10?query=13778at50557	protein unc-45 homolog B
13828at50557	Duplicated	SUPER_GRC2	34473583	34499058	+	912.5	548	https://www.orthodb.org/v10?query=13828at50557	membrane-bound transcription factor site-1 protease
13828at50557	Duplicated	SUPER_GRC1	31515634	31519219	+	909.4	536	https://www.orthodb.org/v10?query=13828at50557	membrane-bound transcription factor site-1 protease
13828at50557	Duplicated	SUPER_1	21294495	21273573	-	908.5	536	https://www.orthodb.org/v10?query=13828at50557	membrane-bound transcription factor site-1 protease
13892at50557	Duplicated	SUPER_GRC2	8860711	8857535	-	1039.1	660	https://www.orthodb.org/v10?query=13892at50557	protein O-GlcNAcase isoform X1
13892at50557	Duplicated	SUPER_X	56542214	56545559	+	1026.0	656	https://www.orthodb.org/v10?query=13892at50557	protein O-GlcNAcase isoform X1
14125at50557	Complete	SUPER_X	3561692	3565536	+	566.8	489	https://www.orthodb.org/v10?query=14125at50557	protein kibra
14133at50557	Complete	SUPER_X	64516337	64505502	-	484.3	279	https://www.orthodb.org/v10?query=14133at50557	Zinc finger C2H2 superfamily
14335at50557	Complete	SUPER_1	29020201	29023205	+	840.8	646	https://www.orthodb.org/v10?query=14335at50557	Exocyst complex component 2
14380at50557	Complete	SUPER_2	43424334	43420294	-	451.3	395	https://www.orthodb.org/v10?query=14380at50557	EGF-like calcium-binding, conserved site
14512at50557	Complete	SUPER_X	2423776	2419990	-	516.6	470	https://www.orthodb.org/v10?query=14512at50557	Katanin p80 WD40 repeat-containing subunit B1
14653at50557	Complete	SUPER_1	53583666	53579136	-	1111.0	823	https://www.orthodb.org/v10?query=14653at50557	protein brunelleschi
14825at50557	Complete	SUPER_X	16719633	16729886	+	477.3	402	https://www.orthodb.org/v10?query=14825at50557	Saposin B type domain
15309at50557	Complete	SUPER_1	62122874	62113982	-	659.3	433	https://www.orthodb.org/v10?query=15309at50557	aspartate--tRNA ligase, mitochondrial
15331at50557	Complete	SUPER_3	46452977	46456955	+	1105.8	682	https://www.orthodb.org/v10?query=15331at50557	protein CLEC16A isoform X1
15341at50557	Complete	SUPER_X	6432626	6431607	-	471.5	229	https://www.orthodb.org/v10?query=15341at50557	protein phosphatase Slingshot isoform X1
15445at50557	Complete	SUPER_3	35895846	35892244	-	1232.4	728	https://www.orthodb.org/v10?query=15445at50557	RNA cytidine acetyltransferase
15532at50557	Complete	SUPER_1	15262641	15265674	+	1045.5	713	https://www.orthodb.org/v10?query=15532at50557	polyphosphoinositide phosphatase
15573at50557	Complete	SUPER_3	27247371	27244715	-	385.3	316	https://www.orthodb.org/v10?query=15573at50557	Rho GTPase-activating protein 26
15589at50557	Duplicated	SUPER_GRC2	13137057	13134516	-	1315.6	715	https://www.orthodb.org/v10?query=15589at50557	pre-mRNA-splicing factor SYF1
15589at50557	Duplicated	SUPER_1	136815	134088	-	1336.1	694	https://www.orthodb.org/v10?query=15589at50557	pre-mRNA-splicing factor SYF1
15684at50557	Complete	SUPER_1	11503618	11518354	+	1052.7	791	https://www.orthodb.org/v10?query=15684at50557	DNA-directed RNA polymerase
15817at50557	Complete	SUPER_2	47339110	47336603	-	1381.9	713	https://www.orthodb.org/v10?query=15817at50557	ras GTPase-activating protein 1
15852at50557	Complete	SUPER_1	14216052	14212883	-	1508.4	779	https://www.orthodb.org/v10?query=15852at50557	pre-mRNA-processing factor 6
16156at50557	Complete	SUPER_X	13781539	13788976	+	568.4	567	https://www.orthodb.org/v10?query=16156at50557	nuclear pore complex protein Nup107
16250at50557	Duplicated	SUPER_1	32295764	32298286	+	440.4	373	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16250at50557	Duplicated	SUPER_GRC2	14334997	14332641	-	425.6	365	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16250at50557	Duplicated	SUPER_GRC1	24176931	24203740	+	459.2	364	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16279at50557	Complete	SUPER_X	57486424	57481499	-	1353.7	678	https://www.orthodb.org/v10?query=16279at50557	Protein transport protein SEC23
16323at50557	Complete	SUPER_3	21783542	21787940	+	407.5	420	https://www.orthodb.org/v10?query=16323at50557	Immunoglobulin-like domain
16683at50557	Complete	SUPER_2	52666662	52670532	+	1075.6	657	https://www.orthodb.org/v10?query=16683at50557	E3 ubiquitin-protein ligase MARCH6
16714at50557	Complete	SUPER_2	15842970	15834833	-	706.4	435	https://www.orthodb.org/v10?query=16714at50557	phosphatidate phosphatase LPIN2 isoform X1
17115at50557	Complete	SUPER_3	30098388	30101162	+	511.5	420	https://www.orthodb.org/v10?query=17115at50557	Myotubularin-related protein 10-B
17387at50557	Complete	SUPER_1	32769913	32773296	+	1069.4	619	https://www.orthodb.org/v10?query=17387at50557	protein HID1
17536at50557	Complete	SUPER_X	13197231	13190071	-	714.1	589	https://www.orthodb.org/v10?query=17536at50557	atrial natriuretic peptide-converting enzyme
17610at50557	Complete	SUPER_X	7321851	7315424	-	1221.5	673	https://www.orthodb.org/v10?query=17610at50557	AP-1 complex subunit gamma
17628at50557	Duplicated	SUPER_2	14523641	14526229	+	632.9	442	https://www.orthodb.org/v10?query=17628at50557	DNA repair protein REV1
17628at50557	Duplicated	SUPER_GRC2	32157621	32154431	-	635.5	436	https://www.orthodb.org/v10?query=17628at50557	DNA repair protein REV1
17638at50557	Duplicated	SUPER_1	5719088	5688968	-	1348.5	810	https://www.orthodb.org/v10?query=17638at50557	patched domain-containing protein 3
17638at50557	Duplicated	SUPER_GRC2	4187786	4166241	-	1321.8	810	https://www.orthodb.org/v10?query=17638at50557	patched domain-containing protein 3
17813at50557	Complete	SUPER_3	41499568	41502930	+	1232.9	740	https://www.orthodb.org/v10?query=17813at50557	serine/threonine-protein kinase Tao
18170at50557	Complete	SUPER_GRC2	28119145	28122438	+	1043.0	755	https://www.orthodb.org/v10?query=18170at50557	WASH complex subunit strumpellin
18400at50557	Duplicated	SUPER_GRC2	16915790	16921636	+	940.7	594	https://www.orthodb.org/v10?query=18400at50557	striatin-interacting protein 1 homolog
18400at50557	Duplicated	SUPER_3	27082343	27071197	-	936.1	593	https://www.orthodb.org/v10?query=18400at50557	striatin-interacting protein 1 homolog
18450at50557	Duplicated	SUPER_GRC2	17591276	17587970	-	1278.7	732	https://www.orthodb.org/v10?query=18450at50557	probable ATP-dependent RNA helicase DDX46
18450at50557	Duplicated	SUPER_1	25341782	25338219	-	1274.0	732	https://www.orthodb.org/v10?query=18450at50557	probable ATP-dependent RNA helicase DDX46
18453at50557	Duplicated	SUPER_1	45700686	45685839	-	771.8	485	https://www.orthodb.org/v10?query=18453at50557	Ral guanine nucleotide dissociation stimulator-like 1
18453at50557	Duplicated	SUPER_GRC2	15707817	15704034	-	747.5	485	https://www.orthodb.org/v10?query=18453at50557	Ral guanine nucleotide dissociation stimulator-like 1
18458at50557	Duplicated	SUPER_3	38061440	38022623	-	654.5	510	https://www.orthodb.org/v10?query=18458at50557	Zinc finger RNA-binding protein
18458at50557	Duplicated	SUPER_GRC1	32611933	32601337	-	629.4	510	https://www.orthodb.org/v10?query=18458at50557	Zinc finger RNA-binding protein
18461at50557	Complete	SUPER_3	35920244	35932426	+	1000.7	593	https://www.orthodb.org/v10?query=18461at50557	protein suppressor of forked
18561at50557	Complete	SUPER_X	15888118	15891208	+	1314.9	672	https://www.orthodb.org/v10?query=18561at50557	Putative G-protein coupled receptor 158
18575at50557	Complete	SUPER_3	36255519	36266163	+	1321.5	838	https://www.orthodb.org/v10?query=18575at50557	probable ATP-dependent RNA helicase DHX34
18605at50557	Complete	SUPER_X	13356509	13364355	+	950.8	563	https://www.orthodb.org/v10?query=18605at50557	Serine/threonine-protein phosphatase 4 regulatory subunit 3
18619at50557	Duplicated	SUPER_1	19469110	19472761	+	530.9	550	https://www.orthodb.org/v10?query=18619at50557	septin-interacting protein 1
18619at50557	Duplicated	SUPER_GRC1	27767022	27769581	+	536.2	510	https://www.orthodb.org/v10?query=18619at50557	septin-interacting protein 1
18644at50557	Complete	SUPER_2	18474822	18472065	-	684.8	536	https://www.orthodb.org/v10?query=18644at50557	anaphase-promoting complex subunit 2
18668at50557	Complete	SUPER_X	8679638	8683922	+	667.1	419	https://www.orthodb.org/v10?query=18668at50557	Lipase, N-terminal
19158at50557	Complete	SUPER_X	66002712	65995046	-	718.3	497	https://www.orthodb.org/v10?query=19158at50557	pre-mRNA-processing factor 39
19244at50557	Duplicated	SUPER_GRC2	28845209	28848638	+	716.5	513	https://www.orthodb.org/v10?query=19244at50557	ATP-dependent DNA helicase Q4
19244at50557	Duplicated	SUPER_2	29585347	29582650	-	690.4	511	https://www.orthodb.org/v10?query=19244at50557	ATP-dependent DNA helicase Q4
19262at50557	Complete	SUPER_1	28961658	28968770	+	1073.4	793	https://www.orthodb.org/v10?query=19262at50557	integrator complex subunit 3 isoform X1
19276at50557	Complete	SUPER_2	13792802	13783818	-	803.1	605	https://www.orthodb.org/v10?query=19276at50557	integral membrane protein GPR155
19336at50557	Duplicated	SUPER_2	28447159	28452116	+	636.2	408	https://www.orthodb.org/v10?query=19336at50557	Zinc finger C2H2 superfamily
19336at50557	Duplicated	SUPER_GRC2	24082082	24085778	+	623.2	406	https://www.orthodb.org/v10?query=19336at50557	Zinc finger C2H2 superfamily
19423at50557	Complete	SUPER_2	16262501	16267367	+	841.8	534	https://www.orthodb.org/v10?query=19423at50557	Ankyrin repeat-containing domain
19653at50557	Duplicated	SUPER_1	3660468	3656476	-	729.1	535	https://www.orthodb.org/v10?query=19653at50557	protein patched
19653at50557	Duplicated	SUPER_GRC2	6609036	6612003	+	733.3	531	https://www.orthodb.org/v10?query=19653at50557	protein patched
19653at50557	Duplicated	SUPER_GRC2	19176147	19172919	-	715.7	518	https://www.orthodb.org/v10?query=19653at50557	protein patched
19754at50557	Complete	SUPER_X	18104784	18113261	+	942.9	687	https://www.orthodb.org/v10?query=19754at50557	Vacuolar protein sorting-associated protein 41 homolog
20035at50557	Duplicated	SUPER_2	18551053	18548031	-	965.7	751	https://www.orthodb.org/v10?query=20035at50557	presequence protease, mitochondrial
20035at50557	Duplicated	SUPER_1	19288993	19292017	+	915.7	741	https://www.orthodb.org/v10?query=20035at50557	presequence protease, mitochondrial
20198at50557	Complete	SUPER_X	3728512	3739095	+	369.6	378	https://www.orthodb.org/v10?query=20198at50557	SCAR/WAVE family
20283at50557	Complete	SUPER_3	19202094	19190562	-	779.2	715	https://www.orthodb.org/v10?query=20283at50557	symplekin
20299at50557	Complete	SUPER_1	24150252	24132934	-	625.1	489	https://www.orthodb.org/v10?query=20299at50557	C2 domain
20375at50557	Complete	SUPER_2	50586387	50575108	-	517.6	401	https://www.orthodb.org/v10?query=20375at50557	Rad4 beta-hairpin domain 1
20404at50557	Complete	SUPER_1	54722105	54719190	-	874.4	596	https://www.orthodb.org/v10?query=20404at50557	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
20515at50557	Complete	SUPER_2	53339249	53336441	-	1082.7	661	https://www.orthodb.org/v10?query=20515at50557	Aminopeptidase
20640at50557	Duplicated	SUPER_X	2132105	2129299	-	1182.4	703	https://www.orthodb.org/v10?query=20640at50557	vinculin isoform X1
20640at50557	Duplicated	SUPER_GRC2	8699256	8702042	+	1162.7	703	https://www.orthodb.org/v10?query=20640at50557	vinculin isoform X1
20805at50557	Complete	SUPER_1	14781639	14774685	-	245.3	345	https://www.orthodb.org/v10?query=20805at50557	RNA polymerase II assembly factor Rtp1, C-terminal
20817at50557	Duplicated	SUPER_1	33760558	33770268	+	783.4	485	https://www.orthodb.org/v10?query=20817at50557	phosphorylated CTD-interacting factor 1
20817at50557	Duplicated	SUPER_GRC2	7003889	6991549	-	777.1	485	https://www.orthodb.org/v10?query=20817at50557	phosphorylated CTD-interacting factor 1
20997at50557	Duplicated	SUPER_X	16012859	16018475	+	645.9	425	https://www.orthodb.org/v10?query=20997at50557	MyTH4 domain
20997at50557	Duplicated	SUPER_GRC2	21061575	21070239	+	647.3	423	https://www.orthodb.org/v10?query=20997at50557	MyTH4 domain
