# BUSCO version is: 5.7.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2020-09-10, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
15852at50557	Complete	SUPER_1	72999959	73003128	+	1448.3	779	https://www.orthodb.org/v10?query=15852at50557	pre-mRNA-processing factor 6
16156at50557	Complete	SUPER_X	35053174	35055941	+	574.2	568	https://www.orthodb.org/v10?query=16156at50557	nuclear pore complex protein Nup107
16250at50557	Duplicated	SUPER_1	66604915	66602505	-	417.3	371	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16250at50557	Duplicated	SUPER_GRC1	56467536	56469893	+	424.9	365	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16250at50557	Duplicated	SUPER_GRC2	62325301	62340080	+	441.2	364	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16279at50557	Duplicated	SUPER_X	29595195	29602229	+	1372.4	678	https://www.orthodb.org/v10?query=16279at50557	Protein transport protein SEC23
16279at50557	Duplicated	SUPER_GRC1	70702775	70705198	+	1284.8	655	https://www.orthodb.org/v10?query=16279at50557	Protein transport protein SEC23
16323at50557	Complete	SUPER_3	33136703	33121316	-	411.4	422	https://www.orthodb.org/v10?query=16323at50557	Immunoglobulin-like domain
16683at50557	Complete	SUPER_2	16662247	16658422	-	1082.9	657	https://www.orthodb.org/v10?query=16683at50557	E3 ubiquitin-protein ligase MARCH6
16714at50557	Duplicated	SUPER_GRC2	90289200	90284239	-	683.3	440	https://www.orthodb.org/v10?query=16714at50557	phosphatidate phosphatase LPIN2 isoform X1
16714at50557	Duplicated	SUPER_GRC2	110730986	110725952	-	667.8	436	https://www.orthodb.org/v10?query=16714at50557	phosphatidate phosphatase LPIN2 isoform X1
16714at50557	Duplicated	SUPER_2	50591330	50583471	-	707.2	430	https://www.orthodb.org/v10?query=16714at50557	phosphatidate phosphatase LPIN2 isoform X1
17115at50557	Complete	SUPER_3	43755851	43758674	+	506.3	419	https://www.orthodb.org/v10?query=17115at50557	Myotubularin-related protein 10-B
17387at50557	Duplicated	SUPER_GRC2	62806966	62810330	+	1072.2	619	https://www.orthodb.org/v10?query=17387at50557	protein HID1
17387at50557	Duplicated	SUPER_1	49817301	49814036	-	1096.0	602	https://www.orthodb.org/v10?query=17387at50557	protein HID1
17536at50557	Duplicated	SUPER_X	34268898	34252573	-	714.7	589	https://www.orthodb.org/v10?query=17536at50557	atrial natriuretic peptide-converting enzyme
17536at50557	Duplicated	SUPER_GRC2	86268725	86274803	+	659.4	586	https://www.orthodb.org/v10?query=17536at50557	atrial natriuretic peptide-converting enzyme
17610at50557	Duplicated	SUPER_X	44256833	44265057	+	1221.4	673	https://www.orthodb.org/v10?query=17610at50557	AP-1 complex subunit gamma
17610at50557	Duplicated	SUPER_GRC1	36370313	36339891	-	1200.9	659	https://www.orthodb.org/v10?query=17610at50557	AP-1 complex subunit gamma
17610at50557	Duplicated	SUPER_GRC2	86708064	86715368	+	1192.3	629	https://www.orthodb.org/v10?query=17610at50557	AP-1 complex subunit gamma
17628at50557	Duplicated	SUPER_2	49065077	49068108	+	628.2	428	https://www.orthodb.org/v10?query=17628at50557	DNA repair protein REV1
17628at50557	Duplicated	SUPER_GRC2	9212108	9209393	-	615.2	428	https://www.orthodb.org/v10?query=17628at50557	DNA repair protein REV1
17638at50557	Complete	SUPER_1	69417472	69397436	-	1337.2	809	https://www.orthodb.org/v10?query=17638at50557	patched domain-containing protein 3
