# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2020-09-10, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2741at50557	Complete	2741at50557_1155016_0:00047e|scaffold_1:27367474-27375500	27367474	27375500	+	4154	979	https://www.orthodb.org/v10?query=2741at50557	brefeldin A-inhibited guanine nucleotide-exchange protein 1
2744at50557	Complete	2744at50557_224129_0:000e42|scaffold_3:49384113-49396838	49384113	49396838	+	6173	1799	https://www.orthodb.org/v10?query=2744at50557	dnaJ homolog subfamily C member 13
2843at50557	Complete	2843at50557_7200_0:0002d6|scaffold_3:36931046-36936851	36931046	36936851	+	4539	1003	https://www.orthodb.org/v10?query=2843at50557	nucleosome-remodeling factor subunit NURF301 isoform X1
3565at50557	Complete	3565at50557_7168_0:001e3c|scaffold_5:33644375-33653737	33644375	33653737	+	5632	1035	https://www.orthodb.org/v10?query=3565at50557	DENN domain-containing protein 4C isoform X1
4042at50557	Complete	4042at50557_7425_0:00070d|scaffold_4:46871835-46875636	46871835	46875636	+	1662	754	https://www.orthodb.org/v10?query=4042at50557	attractin-like protein 1
4137at50557	Complete	4137at50557_13686_0:001c08|scaffold_3:9578600-9621552	9578600	9621552	+	6916	2687	https://www.orthodb.org/v10?query=4137at50557	Thioredoxin domain
4709at50557	Complete	4709at50557_224129_0:000dc2|scaffold_1:93096151-93104050	93096151	93104050	-	2440	1004	https://www.orthodb.org/v10?query=4709at50557	nuclear pore complex protein Nup155
4831at50557	Complete	4831at50557_123851_0:0002c4|scaffold_1:79786439-79789988	79786439	79789988	+	4276	888	https://www.orthodb.org/v10?query=4831at50557	chromodomain-helicase-DNA-binding protein 1
5495at50557	Complete	5495at50557_7167_0:0005eb|scaffold_4:44417679-44423469	44417679	44423469	+	5969	1150	https://www.orthodb.org/v10?query=5495at50557	splicing factor 3B subunit 1
5928at50557	Complete	5928at50557_56086_0:0013d3|scaffold_4:54925517-54931063	54925517	54931063	-	3485	1192	https://www.orthodb.org/v10?query=5928at50557	E3 ubiquitin-protein ligase UBR2
6239at50557	Fragmented	6239at50557_110193_0:0015d3|scaffold_4:16330465-16336586	16330465	16336586	+	3307	1196	https://www.orthodb.org/v10?query=6239at50557	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
6239at50557	Fragmented	6239at50557_286706_0:00006a|scaffold_4:16593743-16600240	16593743	16600240	+	2584	124	https://www.orthodb.org/v10?query=6239at50557	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
6416at50557	Complete	6416at50557_43151_0:0026a6|scaffold_3:18149471-18153260	18149471	18153260	-	3954	1047	https://www.orthodb.org/v10?query=6416at50557	vigilin
6417at50557	Complete	6417at50557_1155016_0:00178d|scaffold_3:16429142-16432774	16429142	16432774	-	2194	473	https://www.orthodb.org/v10?query=6417at50557	transcription initiation factor TFIID subunit 2
6568at50557	Complete	6568at50557_28612_0:00386c|scaffold_1:98673555-98683110	98673555	98683110	+	2920	1011	https://www.orthodb.org/v10?query=6568at50557	cullin-associated NEDD8-dissociated protein 1
7053at50557	Complete	7053at50557_7425_0:002d6d|scaffold_4:18479035-18489164	18479035	18489164	-	2753	764	https://www.orthodb.org/v10?query=7053at50557	Transmembrane protein 132
7307at50557	Complete	7307at50557_7038_0:00116a|scaffold_1:99128413-99139171	99128413	99139171	-	3681	789	https://www.orthodb.org/v10?query=7307at50557	leucine--tRNA ligase, cytoplasmic
7320at50557	Complete	7320at50557_39758_0:002ed1|scaffold_3:28274171-28281378	28274171	28281378	-	4763	827	https://www.orthodb.org/v10?query=7320at50557	JNK-interacting protein 3 isoform X1
7376at50557	Complete	7376at50557_28612_0:000f46|scaffold_1:22546762-22620702	22546762	22620702	-	6429	1289	https://www.orthodb.org/v10?query=7376at50557	Leucine-rich repeat
7426at50557	Complete	7426at50557_123851_0:00457a|scaffold_4:41813411-41816746	41813411	41816746	+	2280	751	https://www.orthodb.org/v10?query=7426at50557	DNA polymerase subunit gamma-1, mitochondrial
7704at50557	Complete	7704at50557_7224_0:000a57|scaffold_4:10834795-10848163	10834795	10848163	+	3718	925	https://www.orthodb.org/v10?query=7704at50557	rapamycin-insensitive companion of mTOR
7835at50557	Complete	7835at50557_62324_0:002cde|scaffold_4:57076746-57079812	57076746	57079812	+	2096	744	https://www.orthodb.org/v10?query=7835at50557	regulator of nonsense transcripts 2
7968at50557	Complete	7968at50557_35570_0:002f0f|scaffold_1:24965018-24972973	24965018	24972973	-	917	653	https://www.orthodb.org/v10?query=7968at50557	WASH complex subunit 7
8280at50557	Complete	8280at50557_67767_0:00168c|scaffold_4:36388970-36406644	36388970	36406644	-	2665	1160	https://www.orthodb.org/v10?query=8280at50557	chaoptin
8312at50557	Complete	8312at50557_139723_0:0008c2|scaffold_5:35260763-35267958	35260763	35267958	-	2246	736	https://www.orthodb.org/v10?query=8312at50557	Elongator complex protein 1
8417at50557	Complete	8417at50557_13164_0:002d2d|scaffold_5:38285538-38290320	38285538	38290320	+	2499	848	https://www.orthodb.org/v10?query=8417at50557	integrator complex subunit 2
8547at50557	Complete	8547at50557_30025_0:0018c3|scaffold_1:17535064-17540881	17535064	17540881	-	1384	600	https://www.orthodb.org/v10?query=8547at50557	tyrosine-protein kinase hopscotch
8602at50557	Complete	8602at50557_38123_0:002f53|scaffold_3:6787630-6800170	6787630	6800170	+	3090	690	https://www.orthodb.org/v10?query=8602at50557	Zona pellucida domain
8655at50557	Complete	8655at50557_286706_0:000d1c|scaffold_5:12720795-12727034	12720795	12727034	+	3747	1128	https://www.orthodb.org/v10?query=8655at50557	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
8717at50557	Complete	8717at50557_79782_0:0003c4|scaffold_3:10820162-10854171	10820162	10854171	-	4188	1106	https://www.orthodb.org/v10?query=8717at50557	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8721at50557	Complete	8721at50557_34720_0:000fff|scaffold_3:33426925-33432745	33426925	33432745	-	3156	915	https://www.orthodb.org/v10?query=8721at50557	Golgi apparatus protein 1
8842at50557	Fragmented	8842at50557_143948_0:001780|scaffold_4:16142174-16149728	16142174	16149728	-	2266	191	https://www.orthodb.org/v10?query=8842at50557	transmembrane protein 94 isoform X1
8842at50557	Fragmented	8842at50557_7029_0:0062c8|scaffold_4:16403642-16411188	16403642	16411188	-	2215	904	https://www.orthodb.org/v10?query=8842at50557	transmembrane protein 94 isoform X1
9432at50557	Complete	9432at50557_7397_0:001ca2|scaffold_3:38636433-38642682	38636433	38642682	+	4405	1248	https://www.orthodb.org/v10?query=9432at50557	integrator complex subunit 1
9680at50557	Complete	9680at50557_7130_0:00259d|scaffold_3:24287268-24316817	24287268	24316817	+	3017	654	https://www.orthodb.org/v10?query=9680at50557	EGF-like, conserved site
9996at50557	Complete	9996at50557_110193_0:00291d|scaffold_1:9181710-9191387	9181710	9191387	-	4010	864	https://www.orthodb.org/v10?query=9996at50557	exportin-1
10008at50557	Complete	10008at50557_456900_0:001357|scaffold_4:5573516-5601117	5573516	5601117	-	2998	921	https://www.orthodb.org/v10?query=10008at50557	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10268at50557	Complete	10268at50557_286706_0:00334c|scaffold_3:4450437-4454469	4450437	4454469	-	3139	788	https://www.orthodb.org/v10?query=10268at50557	synaptojanin-1
10394at50557	Complete	10394at50557_454923_0:000bfe|scaffold_4:32942823-32984523	32942823	32984523	-	1356	647	https://www.orthodb.org/v10?query=10394at50557	partitioning defective 3 homolog
10664at50557	Complete	10664at50557_34740_0:002659|scaffold_5:6204881-6212499	6204881	6212499	-	3371	936	https://www.orthodb.org/v10?query=10664at50557	importin-5
10915at50557	Complete	10915at50557_143995_0:002243|scaffold_3:34872093-34877696	34872093	34877696	-	2786	973	https://www.orthodb.org/v10?query=10915at50557	intraflagellar transport protein 122 homolog
10998at50557	Complete	10998at50557_7536_0:00067a|scaffold_3:15424784-15427783	15424784	15427783	+	1165	276	https://www.orthodb.org/v10?query=10998at50557	rho guanine nucleotide exchange factor 18
11128at50557	Complete	11128at50557_535359_0:0007c9|scaffold_5:50446013-50463532	50446013	50463532	-	3201	714	https://www.orthodb.org/v10?query=11128at50557	disheveled-associated activator of morphogenesis 1 isoform X1
11161at50557	Duplicated	11161at50557_29053_0:001758|scaffold_3:61679625-61686141	61679625	61686141	+	3147	846	https://www.orthodb.org/v10?query=11161at50557	importin-7
11161at50557	Duplicated	11161at50557_7394_0:000721|scaffold_5:8613953-8614367	8613953	8614367	+	465	101	https://www.orthodb.org/v10?query=11161at50557	importin-7
11224at50557	Complete	11224at50557_2015173_0:000348|scaffold_3:56984074-57075087	56984074	57075087	+	2683	661	https://www.orthodb.org/v10?query=11224at50557	CUB domain
11473at50557	Complete	11473at50557_1155016_0:0015cb|scaffold_3:63398116-63418185	63398116	63418185	+	1415	300	https://www.orthodb.org/v10?query=11473at50557	Zinc finger, RING-type
11478at50557	Complete	11478at50557_136037_0:000be9|scaffold_3:9321035-9328165	9321035	9328165	+	3460	939	https://www.orthodb.org/v10?query=11478at50557	WD repeat-containing protein 35
11510at50557	Complete	11510at50557_7213_0:001c0e|scaffold_1:8746152-8786789	8746152	8786789	+	4618	1069	https://www.orthodb.org/v10?query=11510at50557	neuropathy target esterase sws isoform X1
11763at50557	Complete	11763at50557_286706_0:001cc2|scaffold_3:29721111-29726229	29721111	29726229	-	3910	841	https://www.orthodb.org/v10?query=11763at50557	FACT complex subunit spt16 isoform X1
12010at50557	Complete	12010at50557_1629725_0:00105f|scaffold_1:9372644-9375164	9372644	9375164	-	2128	636	https://www.orthodb.org/v10?query=12010at50557	vacuolar protein sorting-associated protein 54
12051at50557	Complete	12051at50557_30069_0:001e8c|scaffold_1:16296053-16318180	16296053	16318180	-	4735	788	https://www.orthodb.org/v10?query=12051at50557	AP-2 complex subunit alpha
12236at50557	Complete	12236at50557_64459_0:000241|scaffold_4:107338-126552	107338	126552	-	2617	736	https://www.orthodb.org/v10?query=12236at50557	Coatomer subunit beta
12466at50557	Complete	12466at50557_79782_0:000ae1|scaffold_1:71394409-71411798	71394409	71411798	-	3317	946	https://www.orthodb.org/v10?query=12466at50557	DENN domain-containing protein 5B isoform X1
12503at50557	Complete	12503at50557_123851_0:001563|scaffold_3:18279881-18286555	18279881	18286555	+	3415	660	https://www.orthodb.org/v10?query=12503at50557	Mediator of RNA polymerase II transcription subunit 13
12555at50557	Complete	12555at50557_7029_0:001b49|scaffold_4:11952000-11974513	11952000	11974513	+	1398	427	https://www.orthodb.org/v10?query=12555at50557	Ankyrin repeat-containing domain
12735at50557	Complete	12735at50557_7130_0:003759|scaffold_4:30534939-30536366	30534939	30536366	-	1673	325	https://www.orthodb.org/v10?query=12735at50557	WD40-repeat-containing domain
12821at50557	Complete	12821at50557_13037_0:000154|scaffold_1:31850076-31856410	31850076	31856410	+	2242	673	https://www.orthodb.org/v10?query=12821at50557	cold shock domain-containing protein E1
13112at50557	Complete	13112at50557_56086_0:0023a5|scaffold_3:32364322-32365744	32364322	32365744	+	1682	307	https://www.orthodb.org/v10?query=13112at50557	Toll/interleukin-1 receptor homology (TIR) domain
13158at50557	Complete	13158at50557_40932_0:004940|scaffold_1:90205095-90209599	90205095	90209599	+	2368	610	https://www.orthodb.org/v10?query=13158at50557	Carboxylesterase, type B
13223at50557	Complete	13223at50557_7168_0:001734|scaffold_4:56319848-56326984	56319848	56326984	-	2067	638	https://www.orthodb.org/v10?query=13223at50557	integrator complex subunit 6
13553at50557	Complete	13553at50557_121225_0:0022c2|scaffold_4:9192381-9195320	9192381	9195320	-	2293	736	https://www.orthodb.org/v10?query=13553at50557	WD repeat-containing protein 36
13582at50557	Complete	13582at50557_13037_0:001d2a|scaffold_1:67753204-67762447	67753204	67762447	+	1764	467	https://www.orthodb.org/v10?query=13582at50557	ubiquitin carboxyl-terminal hydrolase 20
13612at50557	Complete	13612at50557_7091_0:0026b3|scaffold_1:78685355-78688885	78685355	78688885	-	1650	643	https://www.orthodb.org/v10?query=13612at50557	DNA repair protein complementing XP-G cells homolog
13625at50557	Complete	13625at50557_132113_0:003967|scaffold_1:82652250-82684414	82652250	82684414	+	2505	682	https://www.orthodb.org/v10?query=13625at50557	periodic tryptophan protein 2 homolog
13778at50557	Complete	13778at50557_222816_0:000e9c|scaffold_5:27565711-27568568	27565711	27568568	-	2945	744	https://www.orthodb.org/v10?query=13778at50557	protein unc-45 homolog B
13828at50557	Complete	13828at50557_37001_0:00117c|scaffold_1:64043544-64051590	64043544	64051590	-	2746	577	https://www.orthodb.org/v10?query=13828at50557	membrane-bound transcription factor site-1 protease
13892at50557	Complete	13892at50557_13164_0:002311|scaffold_4:59362652-59366640	59362652	59366640	+	2444	687	https://www.orthodb.org/v10?query=13892at50557	protein O-GlcNAcase isoform X1
14125at50557	Complete	14125at50557_121225_0:001cf1|scaffold_4:24938252-24949030	24938252	24949030	-	2155	539	https://www.orthodb.org/v10?query=14125at50557	protein kibra
14133at50557	Complete	14133at50557_91411_0:00076f|scaffold_4:60752286-60757813	60752286	60757813	-	1950	433	https://www.orthodb.org/v10?query=14133at50557	Zinc finger C2H2 superfamily
14335at50557	Complete	14335at50557_166361_0:002d5f|scaffold_1:98788568-98795013	98788568	98795013	+	1848	654	https://www.orthodb.org/v10?query=14335at50557	Exocyst complex component 2
14380at50557	Complete	14380at50557_108931_0:000fb1|scaffold_3:46037468-46041569	46037468	46041569	-	1382	396	https://www.orthodb.org/v10?query=14380at50557	EGF-like calcium-binding, conserved site
14512at50557	Complete	14512at50557_7070_0:00161c|scaffold_4:26147801-26152844	26147801	26152844	+	1005	530	https://www.orthodb.org/v10?query=14512at50557	Katanin p80 WD40 repeat-containing subunit B1
14653at50557	Complete	14653at50557_133901_0:0011f9|scaffold_1:81131823-81137142	81131823	81137142	-	2888	846	https://www.orthodb.org/v10?query=14653at50557	protein brunelleschi
14825at50557	Complete	14825at50557_110193_0:002699|scaffold_4:51382005-51389286	51382005	51389286	-	1939	575	https://www.orthodb.org/v10?query=14825at50557	Saposin B type domain
15309at50557	Complete	15309at50557_7245_0:000bac|scaffold_1:1810550-1816670	1810550	1816670	-	2042	612	https://www.orthodb.org/v10?query=15309at50557	aspartate--tRNA ligase, mitochondrial
15331at50557	Complete	15331at50557_110193_0:0008dc|scaffold_5:6243061-6257455	6243061	6257455	-	2815	687	https://www.orthodb.org/v10?query=15331at50557	protein CLEC16A isoform X1
15341at50557	Complete	15341at50557_197043_0:00466e|scaffold_4:45241976-45243004	45241976	45243004	-	1207	229	https://www.orthodb.org/v10?query=15341at50557	protein phosphatase Slingshot isoform X1
15445at50557	Complete	15445at50557_680683_0:00201d|scaffold_5:30961734-30967251	30961734	30967251	-	2858	711	https://www.orthodb.org/v10?query=15445at50557	RNA cytidine acetyltransferase
15532at50557	Complete	15532at50557_29031_0:00138e|scaffold_1:40124164-40127709	40124164	40127709	+	2942	733	https://www.orthodb.org/v10?query=15532at50557	polyphosphoinositide phosphatase
15573at50557	Complete	15573at50557_121845_0:003574|scaffold_5:47823063-47829305	47823063	47829305	+	1110	318	https://www.orthodb.org/v10?query=15573at50557	Rho GTPase-activating protein 26
15589at50557	Complete	15589at50557_121225_0:0026b1|scaffold_1:3372329-3380089	3372329	3380089	+	3332	695	https://www.orthodb.org/v10?query=15589at50557	pre-mRNA-splicing factor SYF1
15684at50557	Complete	15684at50557_7200_0:001bed|scaffold_1:27258234-27280542	27258234	27280542	+	3513	1112	https://www.orthodb.org/v10?query=15684at50557	DNA-directed RNA polymerase
15817at50557	Complete	15817at50557_116153_0:002b72|scaffold_3:63903963-63920180	63903963	63920180	+	3581	789	https://www.orthodb.org/v10?query=15817at50557	ras GTPase-activating protein 1
15852at50557	Complete	15852at50557_34740_0:000593|scaffold_1:26641075-26647915	26641075	26647915	+	3897	793	https://www.orthodb.org/v10?query=15852at50557	pre-mRNA-processing factor 6
16156at50557	Complete	16156at50557_30069_0:0026be|scaffold_4:54419578-54422166	54419578	54422166	-	2036	568	https://www.orthodb.org/v10?query=16156at50557	nuclear pore complex protein Nup107
16250at50557	Complete	16250at50557_156304_0:001f12|scaffold_1:18919541-18922769	18919541	18922769	-	1356	364	https://www.orthodb.org/v10?query=16250at50557	NHL repeat-containing protein 2
16279at50557	Complete	16279at50557_103372_0:0003aa|scaffold_4:60496726-60502354	60496726	60502354	-	3385	678	https://www.orthodb.org/v10?query=16279at50557	Protein transport protein SEC23
16323at50557	Complete	16323at50557_83485_0:002b18|scaffold_5:23379397-23385159	23379397	23385159	-	878	421	https://www.orthodb.org/v10?query=16323at50557	Immunoglobulin-like domain
16683at50557	Complete	16683at50557_7091_0:002f1c|scaffold_3:14493031-14498872	14493031	14498872	-	2687	667	https://www.orthodb.org/v10?query=16683at50557	E3 ubiquitin-protein ligase MARCH6
16714at50557	Complete	16714at50557_108931_0:003b66|scaffold_3:49931754-49940013	49931754	49940013	-	1753	458	https://www.orthodb.org/v10?query=16714at50557	phosphatidate phosphatase LPIN2 isoform X1
17115at50557	Duplicated	17115at50557_199890_0:001361|scaffold_5:8929851-8932551	8929851	8932551	-	1714	420	https://www.orthodb.org/v10?query=17115at50557	Myotubularin-related protein 10-B
17115at50557	Duplicated	17115at50557_104452_0:000353|scaffold_1:81143024-81143547	81143024	81143547	+	258	140	https://www.orthodb.org/v10?query=17115at50557	Myotubularin-related protein 10-B
17387at50557	Complete	17387at50557_104421_0:00066c|scaffold_1:51168186-51176027	51168186	51176027	+	2950	686	https://www.orthodb.org/v10?query=17387at50557	protein HID1
17536at50557	Complete	17536at50557_40932_0:0007a9|scaffold_4:55161464-55169889	55161464	55169889	+	1532	593	https://www.orthodb.org/v10?query=17536at50557	atrial natriuretic peptide-converting enzyme
17610at50557	Complete	17610at50557_7167_0:000d97|scaffold_4:5140560-5153658	5140560	5153658	+	2230	711	https://www.orthodb.org/v10?query=17610at50557	AP-1 complex subunit gamma
17628at50557	Complete	17628at50557_166361_0:001976|scaffold_3:48521452-48524762	48521452	48524762	+	1658	454	https://www.orthodb.org/v10?query=17628at50557	DNA repair protein REV1
17638at50557	Complete	17638at50557_222816_0:0003bf|scaffold_1:22244532-22272231	22244532	22272231	-	3063	816	https://www.orthodb.org/v10?query=17638at50557	patched domain-containing protein 3
17813at50557	Complete	17813at50557_1629725_0:000b3d|scaffold_5:28386446-28391258	28386446	28391258	+	3306	755	https://www.orthodb.org/v10?query=17813at50557	serine/threonine-protein kinase Tao
18170at50557	Complete	18170at50557_6973_0:00198f|scaffold_3:27727485-27732828	27727485	27732828	-	1780	868	https://www.orthodb.org/v10?query=18170at50557	WASH complex subunit strumpellin
18400at50557	Fragmented	18400at50557_132113_0:0018f9|scaffold_5:48712399-48726255	48712399	48726255	+	2432	612	https://www.orthodb.org/v10?query=18400at50557	striatin-interacting protein 1 homolog
18400at50557	Fragmented	18400at50557_166423_0:0038bb|scaffold_5:48448972-48462238	48448972	48462238	+	2435	142	https://www.orthodb.org/v10?query=18400at50557	striatin-interacting protein 1 homolog
18450at50557	Complete	18450at50557_123851_0:003fb1|scaffold_1:70253908-70258951	70253908	70258951	-	3199	759	https://www.orthodb.org/v10?query=18450at50557	probable ATP-dependent RNA helicase DDX46
18453at50557	Complete	18453at50557_103372_0:001bc7|scaffold_1:17653710-17659593	17653710	17659593	-	1890	534	https://www.orthodb.org/v10?query=18453at50557	Ral guanine nucleotide dissociation stimulator-like 1
18458at50557	Complete	18458at50557_7370_0:0015d2|scaffold_5:22400919-22413140	22400919	22413140	-	2163	548	https://www.orthodb.org/v10?query=18458at50557	Zinc finger RNA-binding protein
18461at50557	Complete	18461at50557_29031_0:00155b|scaffold_5:13858427-13867438	13858427	13867438	-	3148	603	https://www.orthodb.org/v10?query=18461at50557	protein suppressor of forked
18561at50557	Complete	18561at50557_7130_0:002dca|scaffold_4:52404108-52407395	52404108	52407395	-	3224	683	https://www.orthodb.org/v10?query=18561at50557	Putative G-protein coupled receptor 158
18575at50557	Complete	18575at50557_1507135_0:000bc0|scaffold_1:26802923-26814326	26802923	26814326	-	3136	859	https://www.orthodb.org/v10?query=18575at50557	probable ATP-dependent RNA helicase DHX34
18605at50557	Complete	18605at50557_13249_0:0027de|scaffold_4:54954133-54960832	54954133	54960832	-	2556	567	https://www.orthodb.org/v10?query=18605at50557	Serine/threonine-protein phosphatase 4 regulatory subunit 3
18619at50557	Complete	18619at50557_34740_0:004a21|scaffold_1:91186794-91191626	91186794	91191626	+	1256	611	https://www.orthodb.org/v10?query=18619at50557	septin-interacting protein 1
18644at50557	Complete	18644at50557_1218281_0:002ff0|scaffold_3:9949594-9952772	9949594	9952772	-	1707	549	https://www.orthodb.org/v10?query=18644at50557	anaphase-promoting complex subunit 2
18668at50557	Complete	18668at50557_454923_0:001a7b|scaffold_4:42304853-42307813	42304853	42307813	+	1660	424	https://www.orthodb.org/v10?query=18668at50557	Lipase, N-terminal
19158at50557	Complete	19158at50557_166423_0:000e5b|scaffold_4:35537781-35544863	35537781	35544863	+	1878	529	https://www.orthodb.org/v10?query=19158at50557	pre-mRNA-processing factor 39
19244at50557	Complete	19244at50557_56086_0:00065b|scaffold_3:18413461-18416752	18413461	18416752	+	1518	535	https://www.orthodb.org/v10?query=19244at50557	ATP-dependent DNA helicase Q4
19262at50557	Complete	19262at50557_7224_0:00125a|scaffold_1:98709917-98723238	98709917	98723238	+	3335	775	https://www.orthodb.org/v10?query=19262at50557	integrator complex subunit 3 isoform X1
19276at50557	Complete	19276at50557_219809_0:0007ee|scaffold_3:7915880-7930180	7915880	7930180	-	1781	615	https://www.orthodb.org/v10?query=19276at50557	integral membrane protein GPR155
19336at50557	Complete	19336at50557_113334_0:002483|scaffold_3:34001641-34005633	34001641	34005633	-	2302	439	https://www.orthodb.org/v10?query=19336at50557	Zinc finger C2H2 superfamily
19423at50557	Complete	19423at50557_45779_0:000527|scaffold_3:50378150-50390050	50378150	50390050	+	2754	544	https://www.orthodb.org/v10?query=19423at50557	Ankyrin repeat-containing domain
19653at50557	Complete	19653at50557_123851_0:00118d|scaffold_1:19999663-20002445	19999663	20002445	-	2124	568	https://www.orthodb.org/v10?query=19653at50557	protein patched
19754at50557	Complete	19754at50557_121225_0:000f3f|scaffold_4:49793633-49797111	49793633	49797111	-	2007	687	https://www.orthodb.org/v10?query=19754at50557	Vacuolar protein sorting-associated protein 41 homolog
20035at50557	Fragmented	20035at50557_113334_0:000519|scaffold_1:90947494-90950383	90947494	90950383	+	2254	616	https://www.orthodb.org/v10?query=20035at50557	presequence protease, mitochondrial
20035at50557	Fragmented	20035at50557_30019_0:000115|scaffold_3:10040935-10043812	10040935	10043812	-	2267	753	https://www.orthodb.org/v10?query=20035at50557	presequence protease, mitochondrial
20198at50557	Complete	20198at50557_56086_0:001f14|scaffold_4:20671342-20685242	20671342	20685242	+	1014	487	https://www.orthodb.org/v10?query=20198at50557	SCAR/WAVE family
20283at50557	Complete	20283at50557_64459_0:000a56|scaffold_5:31019379-31022639	31019379	31022639	+	1845	748	https://www.orthodb.org/v10?query=20283at50557	symplekin
20299at50557	Complete	20299at50557_7227_0:00115b|scaffold_1:68542210-68566796	68542210	68566796	-	2483	532	https://www.orthodb.org/v10?query=20299at50557	C2 domain
20375at50557	Complete	20375at50557_7493_0:002b42|scaffold_3:17717810-17722532	17717810	17722532	+	1331	404	https://www.orthodb.org/v10?query=20375at50557	Rad4 beta-hairpin domain 1
20404at50557	Complete	20404at50557_1041015_0:00222b|scaffold_1:73517324-73522016	73517324	73522016	+	2194	603	https://www.orthodb.org/v10?query=20404at50557	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
